"(Intercept)" "X1" "X2" "X3" "X4"
1.14225114494644 -3.18224066644473 -0.1183164232748 0 0.636277197012589
1.17361789710581 -3.0031608970529 -0.102430137195161 0 0.801929160033248
1.14312928843547 -2.76626202833258 -0.041880440000104 0 0.794709346414534
1.08018547047551 -2.35920747487296 -0.0340657200606573 0 0.577149527390076
0.984419605540451 -1.93536438802404 0 0 0.206287973085164
0.71491483252754 -2.20651849173815 0.389160662978655 0.154757305728094 0.605850543547045
0.385035704537456 -2.30270151213859 0.495300600623661 0.306945940514574 0.509623577782839
0.0771631307593016 -2.36536651471779 0.567086055623795 0.369825395627982 0.242570826680516
-0.2471494491943 -2.24512147846564 0.506900708631166 0.37988895451374 -0.0509890207981864
-0.449756124515136 -2.09695151621188 0.398052464849167 0.396650183798675 -0.375002739730935
-0.57554036126826 -2.1092596582673 0.396933162196849 0.489614629693129 -0.697402904544611
-0.833247983042444 -2.16761098075939 0.46718290909202 0.545828884626644 -0.756965077216601
-1.16734365346613 -2.04472842698366 0.604948526952572 0.599003190527684 -0.854927566283996
-1.5177247390294 -1.94393472671622 0.744821568140109 0.622557447158703 -0.967982659582719
1.52690584360693 -3.16257105938812 -0.399803981033003 0.551026919055157 0.441216592501096
0.996952991118329 -2.65655713865206 -0.139789075329979 0 0.431520259293251
1.04535559992557 -2.33006016585482 -0.114572996014346 0 0.497035424471747
0.988044460005074 -1.96979153879467 -0.0782789061061068 0 0.326257219950196
0.94932454679102 -1.53155419314185 0 0 0.0265610741580929
0.746069879288482 -1.47718213268888 0.214219317270097 0.0809840414136421 0.107123457277044
0.40968763771694 -1.58479331355756 0.397529779493275 0.322058340491866 0.0714322258920872
0.122206858668821 -1.56092641107386 0.503929851898295 0.419471376554027 -0.117222983181044
-0.152980379389688 -1.4553554834367 0.382123687858204 0.382568530611305 -0.282968228647377
-0.289381439826903 -1.44046070867772 0.369091148828127 0.459275681936674 -0.518329408592408
-0.447029357785504 -1.45168981759161 0.414492560484092 0.532504800799115 -0.777082454607041
-0.720326509611067 -1.52545807930663 0.47106768567575 0.540983902680319 -0.744479170810792
-1.04066986103546 -1.51565866503419 0.61780263876164 0.535169603650042 -0.745134328739328
-1.43860140803981 -1.46687575914426 0.808058366666426 0.476013186067636 -0.805323123574549
1.63230854215638 -2.75786958006968 -0.442756357275112 0.407786203068254 0.249922015277695
1.22764016829735 -2.45380723140501 -0.272434389500734 0.240139421850264 0.218723492879596
0.983956771863222 -1.95123440395805 -0.136457806226752 0 0.23948342471817
0.89694635596066 -1.53889349427105 -0.100066775499365 0 0.179778207339495
0.881565961767516 -1.21563376075094 0 0 -0.0463908394415834
0.773115482222524 -0.980284293236777 0.0316795642551454 0.249359521959663 -0.250240057135256
0.561279489059338 -0.821093529794865 0.186051475190683 0.214003394123224 -0.320410194615574
0.283164114751172 -0.819547554388329 0.300419904609569 0.415289162936162 -0.329507609924397
0.061555637662542 -0.778051541323281 0.273499913737324 0.451738849171967 -0.453292415889709
-0.131047617193161 -0.742533711353447 0.314999624541157 0.530567966193604 -0.656314625028957
-0.344291228216795 -0.770693875395199 0.44023595686337 0.581408777427876 -0.872746139490857
-0.725126401882527 -0.881642311133525 0.538205760220537 0.480710362833623 -0.643351955447519
